2237,113
2435,7271
332,8690
2683,5418
3601,5077
3706,1928
2178,7783
1221,9576
1390,2631
2308,10824
266,914
39,5091
1282,3610
2816,7920
2415,2007
12,11022
1005,1857
2013,7546
13,8579
1390,2395
168,11079
1390,6786
1264,5959
1427,7768
722,8183
1193,1515
3325,11313
527,9376
2131,5579
1610,10873
2682,8578
3489,1455
2452,8578
970,3904
670,3904
1970,7890
1417,437
2599,2276
777,9846
2788,10580
2537,10001
1773,9145
2904,4877
692,518
20,9840
2138,1964
2986,4127
2917,4127
2892,10799
2667,9918
29,488
29,1957
2960,9918
777,488
159,9727
2599,10542
1046,9918
833,2170
2250,4834
2454,445
32,9857
792,9184
1453,8681
3005,10880
3125,7790
3306,54
828,7678
3356,7018
1029,7820
3286,9502
576,4808
1043,203
34,8424
2013,10647
699,3968
2367,3176
1258,3176
34,5246
275,8637
963,5324
764,3460
1421,10625
180,7873
1052,10430
1331,6291
37,9745
546,10368
655,2511
238,5084
655,10978
164,6708
2880,9259
480,4959
832,7415
39,7823
702,405
1890,6932
3701,5394
39,5601
3687,11265
1178,10055
2296,1852
2754,11292
2818,8117
3213,4539
1983,4936
480,6299
2907,6299
1745,2400
2926,5084
1421,9794
3233,5668
1396,6347
2533,2526
1822,7479
1758,1876
2121,177
879,4323
702,8760
1772,4429
3582,3781
3044,1191
2179,1150
765,354
1276,5679
2401,1
52,11206
1387,10459
1696,4120
3489,513
828,6409
1354,2887
1050,513
52,2869
74,2737
52,10817
430,4813
2973,4085
2788,8197
3383,8197
239,3808
2889,8197
480,9686
2186,2343
1701,11006
2948,6160
1296,7371
2120,4166
3569,7177
1383,8563
2997,2718
2776,11139
1999,3241
534,196
788,3241
3229,3261
408,7918
180,7918
975,3241
966,8530
2074,10368
3340,2913
2717,2163
3005,8942
2856,4884
2368,5881
3606,6660
2905,2219
3357,7950
2211,2130
470,4034
37,2219
3289,7038
3607,10330
1675,6450
983,3615
1043,2829
1761,6051
3311,1120
342,7823
586,2789
69,4200
69,7095
2157,1020
3573,5933
740,3124
3460,9688
3716,121
2219,9206
3151,9484
3233,4041
1402,4551
3551,1431
3504,3610
1823,8212
408,5890
3241,11141
832,1301
975,10704
670,9624
2431,234
1387,653
1377,234
1588,10595
2137,5148
2789,2728
74,9321
1758,7398
1781,1896
2256,10468
1239,8728
2512,5928
2453,3783
3307,8518
2892,560
53,560
2456,560
552,375
1824,997
1177,4541
765,3722
335,1647
589,292
3405,1668
1019,7185
2452,897
3692,5308
86,2644
544,6561
308,5674
1523,1706
1205,1706
1424,11363
99,7558
2132,8537
577,1813
362,4102
2343,2163
64,4214
3638,5881
1387,6452
3601,381
2736,5098
3151,4966
436,5098
2077,1335
2169,767
1029,6936
238,9532
180,7418
3093,6919
472,6010
1978,5315
167,6802
1662,6802
2622,8219
175,8219
1390,8219
1970,3839
1422,1472
1122,5012
2986,1868
105,4389
3475,3629
3198,3629
107,5762
2323,8544
3476,9207
1195,7638
275,11098
2679,6295
2143,4492
1880,3556
3183,4625
2206,10597
1779,11363
3647,3918
1123,3722
3298,5792
237,9226
577,4133
1205,4486
865,8581
1296,5321
2557,1700
2903,4997
655,4534
2679,8181
2486,10896
376,3987
2261,5706
2802,2769
655,11332
982,3845
2449,11363
621,11223
1194,9125
1018,2822
2013,2616
3338,536
1588,9782
2679,2335
2504,5901
1004,5113
1424,1353
2987,5414
2917,2615
2004,3815
207,8359
3416,2726
474,3915
2846,6472
610,7350
1645,6086
2637,6065
1845,3410
3577,8646
2415,126
2762,7950
2934,7950
3250,8535
2367,10489
3206,7337
2426,8646
604,4052
1846,10552
309,9648
3707,598
1008,11271
139,8012
832,5700
1205,9528
775,8385
3562,537
1205,7415
391,6439
1366,6660
1118,7484
149,7484
3213,5156
2,978
1312,5097
968,978
3647,6983
832,10829
3279,2230
2667,892
3041,6770
2599,3696
3743,329
3253,7771
1396,889
527,4326
436,5763
1019,1634
2180,6394
2278,6970
2682,5726
2060,5666
1941,1638
1467,1638
2949,1638
3448,7200
1031,1311
1152,523
109,10368
2708,3074
165,9710
702,4324
689,3
3233,5233
362,4847
2449,603
12,5007
312,11200
193,10276
2715,2083
3704,7367
2367,6042
175,1150
2110,165
2824,1843
3701,1843
3738,1870
3422,4097
2633,6028
1535,9705
208,8321
2810,8609
2904,1801
592,7025
3274,5238
3151,6222
3554,6434
3551,2754
174,4386
2967,10792
246,5133
2129,8688
692,4126
1790,2384
821,1081
3738,4386
3634,3908
503,9063
2178,7907
2436,8537
2243,7719
2937,1009
2671,4350
699,820
1331,2193
3489,1009
347,820
412,4126
177,1495
2300,6509
1019,9749
3710,6711
324,9744
2458,7835
2169,8949
1004,5971
2157,3332
3638,2524
1593,9821
1280,3124
1199,3773
3160,2921
309,9495
362,2697
3573,7920
2823,11186
1029,3968
29,2697
1456,9698
2270,7582
2131,4057
2752,7582
1109,5511
3200,2562
3041,6336
2453,2536
3163,4102
1463,8587
846,83
191,5540
3325,1150
994,4089
2619,2706
1424,8957
2683,4800
3205,1945
3244,3771
3151,4923
3712,5364
2892,7752
2627,5571
192,9078
2169,143
702,7716
3448,9567
1017,7654
577,2899
2456,6944
3633,391
2805,1700
1812,5350
2261,4982
1645,4661
1447,4661
2889,4661
1554,4661
282,6757
689,10468
1824,8619
1532,8572
2167,7073
964,2635
2688,4434
202,6917
3241,4190
2667,4190
1323,6865
1280,9339
3638,8435
203,7493
12,9339
3573,7493
203,1422
1189,6299
2179,8599
3578,8435
168,4015
571,2675
3241,10979
2004,2675
2924,10454
2138,8848
1599,8576
229,11277
3316,10925
2137,3783
907,298
1323,10925
2119,4419
2431,10723
2597,9510
1203,1224
1952,1431
2138,1103
1687,9512
2665,4791
209,5234
1202,133
2914,5465
1045,2936
1645,3219
3050,5599
2,11192
2335,8067
2500,2281
838,3237
1761,1494
1465,1945
1019,2631
2656,7878
845,9102
2673,975
1978,7616
2317,7302
468,2906
1700,975
2110,5424
2972,2510
2074,9200
2934,4963
1485,4841
1203,9200
3662,9200
227,11119
3616,8398
692,4392
227,944
777,4138
3537,78
2939,5733
477,4948
3005,10573
422,3866
2537,11356
621,761
474,10343
2724,10248
1880,6532
898,9473
1437,9075
3573,9473
2728,5148
3707,1857
1167,4634
610,4634
537,2869
1430,6992
255,1837
983,4089
2045,8479
2138,5666
567,1646
3583,7285
3537,3849
3433,4345
3481,8671
110,7887
1700,2510
3160,11190
72,11363
1585,680
1422,9189
2211,5342
260,3360
3252,6772
1029,2054
1761,2054
1763,7804
1334,9725
1169,9161
3569,1416
2949,1959
3589,9660
3151,3121
2211,8007
242,902
1031,9311
857,6589
982,7456
324,2608
2138,4679
2497,5371
2045,10591
318,4743
1154,11306
1789,4743
3214,8356
2950,2448
2735,2400
3704,10455
596,4166
3743,8843
924,11076
2137,1960
1282,8808
1224,7295
188,11073
592,473
1556,5238
2435,3087
245,2127
1282,7957
561,5384
3093,6908
3569,2413
2819,1030
1139,7101
1880,5317
902,6059
2950,1264
1284,10994
250,4815
2435,5579
1707,9460
1873,1544
2237,6180
775,3783
419,1721
2622,8599
3649,9960
255,4299
308,4569
352,2324
3082,11200
316,971
243,10779
2214,4461
1205,4451
2194,4516
1323,3448
3328,6764
3059,10255
1962,2950
3704,6654
1430,10570
2789,11080
2034,2375
1581,7267
3305,4751
2973,3290
1602,9460
2180,6037
2668,4346
2500,1987
989,3439
3633,1358
3721,6512
1152,1857
1284,5951
621,1845
2819,9425
1034,10408
271,2205
1147,2737
2194,10994
56,10397
3274,10776
610,6229
3005,11093
3728,2968
1999,6987
1331,417
3160,3953
865,4645
860,9906
2,8183
1836,4953
933,5394
2679,1224
3728,1896
275,6374
1358,4300
702,1104
2,6257
313,8153
1043,5790
461,5881
1874,3438
341,8567
276,4431
238,3711
277,8631
635,5103
681,9386
1765,9386
3241,10132
3193,4861
175,9063
845,4669
1424,4416
3160,5603
2987,8957
3151,2827
1447,863
3474,7352
2717,2264
1502,1153
2907,9934
2013,7302
2688,7352
3372,308
2504,1461
3250,308
1019,345
2517,4645
2157,2317
596,308
1598,4034
351,1566
2679,1253
2195,9751
2279,6463
497,5993
577,1837
911,9918
1221,9021
194,4841
2119,1443
3091,2907
2568,3809
2744,11057
308,2430
966,8557
644,6218
703,2913
845,5800
250,4086
312,5338
1008,7955
3701,906
618,1187
933,5782
635,8535
2792,4309
777,601
2402,11359
2724,10069
622,1959
1214,8216
3298,3384
2178,3580
521,5896
3578,10494
544,7199
1134,971
238,4272
622,3776
881,2478
1386,1552
1557,4272
2667,3885
1029,2478
139,10967
1599,414
1005,3390
193,5461
317,4089
1453,7439
317,8650
3359,10080
1154,2172
1589,6982
3691,3401
266,1954
3383,3628
1019,6681
772,258
2630,9501
2236,2494
1513,5579
2156,4421
2244,2136
62,6731
320,4677
193,3926
320,6976
2967,4707
489,7949
635,702
3704,8085
3287,7949
1152,5043
3706,8851
168,1880
3603,10409
788,9528
321,8851
1977,4059
2237,1880
2415,8851
2021,9410
2211,7807
3482,8590
3231,7069
2504,11253
2736,52
3280,2062
909,10461
879,1592
1852,4453
1714,2371
2926,4492
324,3120
362,9470
324,6723
324,6331
3115,2249
1978,904
1185,6041
325,4609
2211,211
635,7266
3149,4698
328,8431
2378,4126
13,1003
110,3657
2329,8599
1805,4424
2986,6422
56,6313
2137,7377
2682,10692
1907,1955
1752,10905
1839,8259
2211,9038
1258,3097
2307,3097
1780,7302
568,5401
621,8924
2705,10022
1372,0
1859,8063
2682,1422
577,2998
331,6113
2558,1301
3474,9369
1509,3696
1390,8968
32,233
2137,547
1696,2416
3474,2923
698,4434
722,7395
1087,875
856,1586
1195,3261
67,1208
1374,10316
2315,7038
527,10946
3632,10647
3383,8546
2034,6077
338,1490
1940,8546
3147,1997
173,4689
3145,9918
2558,6564
109,1810
347,1868
2682,9686
2634,8752
3241,2413
667,5079
1424,8629
194,4878
3093,7823
1331,5113
1144,1767
2776,7490
2278,7490
430,8559
1376,6614
1610,667
3583,7804
1880,761
503,4878
167,11200
2323,8946
1506,6155
963,2564
1958,3505
238,3265
1859,7630
2427,493
1662,6741
1722,1053
322,1513
243,3722
3193,9263
3241,536
1648,8778
44,2328
1890,4940
3241,6704
3707,6751
575,5376
2045,10698
3384,3780
352,760
1433,6684
362,2580
1945,7750
2949,1763
1331,9646
3152,9023
357,2653
3573,6591
1970,8222
1645,11363
2335,4416
3005,277
3116,8108
1424,8219
802,5962
1422,7479
1424,11306
2673,9698
3595,9711
911,3826
1317,11262
683,9727
612,666
2259,3896
1601,4291
1880,8401
238,5747
1017,2634
2460,4877
966,611
1415,6252
2092,5613
3573,2137
635,5578
970,5592
3274,513
610,9322
2307,9252
1169,5072
3044,211
363,9304
2883,10826
1791,1271
1390,10698
363,7882
722,196
3250,317
175,10333
702,7490
2744,7853
3205,3425
2349,9305
364,2177
1722,10553
2683,3224
2411,9781
2668,5929
1990,7266
604,6599
2137,8587
410,10252
1381,10252
374,10252
1377,4048
1859,1634
3638,4048
1045,6923
2358,6923
1699,7667
2839,6295
3731,5508
1845,9448
3707,8593
112,10121
3096,4189
3289,8364
3163,5699
2500,3645
1296,482
3163,6121
3093,9023
99,8431
2982,5146
503,1122
3405,8705
506,6467
266,3926
2683,2927
391,1355
2511,560
1852,10885
2013,6064
2989,6254
599,7594
2736,3572
1506,3572
2137,1857
2564,8183
3705,5504
2616,4893
1539,3728
432,8204
798,9918
1178,356
2532,1845
1123,10366
2368,1465
1893,1465
2691,5465
383,8778
1331,1880
500,10454
2237,10454
788,6197
2865,4190
2169,6550
406,7163
1523,7508
324,2165
406,6509
406,9928
1045,2761
3647,5291
740,4698
2203,6681
703,3398
1019,4689
410,3081
1381,7847
2117,8328
2401,8681
788,2092
828,7345
3200,9835
2169,2092
3520,7345
3157,7814
3421,8584
2460,4434
3701,513
2745,513
3506,3469
2256,8565
2452,1907
1358,8619
3153,7109
313,4219
470,4882
3703,9698
321,4126
1989,9782
2691,671
480,4714
2180,5999
391,7478
422,10837
400,6550
2171,115
2683,992
852,8343
828,7509
1396,7496
3638,9888
2343,9919
2169,500
3193,9592
856,2393
3066,4634
2797,2470
2180,6743
430,11079
1787,6997
328,241
3312,11000
1598,2979
2051,8879
1989,3629
108,3453
1043,2979
431,3629
1323,4077
432,5110
138,9749
1123,10044
271,531
552,10929
3719,573
2132,387
2636,7644
2458,252
2095,5551
3160,5071
328,635
3152,6793
2504,9125
902,3553
810,5763
722,9749
437,396
2926,6464
1043,8360
2090,5498
2790,3580
2949,8624
238,902
325,6764
2367,8882
1486,5724
618,2223
3205,5118
3050,87
3542,5965
657,7520
2138,7526
916,5934
1280,4587
2819,1609
112,4587
3451,2567
610,10707
446,3937
1777,1455
313,172
1090,3176
1715,5924
2285,3101
2755,764
1331,895
238,5969
1675,2092
622,7427
2368,2503
1049,81
3340,7520
3582,10764
3475,10639
577,5645
2113,5881
1321,5881
72,8212
827,8183
2861,8212
481,6128
1805,9188
2649,10031
695,4282
765,8721
3194,9188
3163,4272
3241,1646
2683,1114
3042,3101
2948,8315
2367,8977
1076,4817
3683,10076
