1331,1731
5,3046
3573,1638
3024,3046
630,1638
997,349
355,3400
1824,3400
66,3183
915,349
3193,1638
2464,3046
2716,1330
2180,1731
665,3183
3455,157
1365,2518
1080,249
2600,1651
2265,1329
14,1118
1346,1921
2786,249
2393,1032
14,2613
3120,3400
3693,3667
1614,2518
1914,921
2367,271
3268,402
1235,345
2051,3299
1188,3299
895,3488
14,2518
972,2895
3392,1575
3638,2755
3350,1233
3115,3666
3193,275
1970,2623
2211,863
3564,1332
3325,2702
3046,1575
2247,3045
611,2755
2169,817
462,1839
21,933
2462,32
997,3045
1566,2992
123,213
3675,933
1659,2992
123,933
2388,32
1230,2464
1278,213
2567,345
3140,1142
2742,213
2062,3512
812,249
201,2514
2949,2514
32,2514
2165,249
2304,2113
3693,1664
3151,2113
1020,1664
2741,3512
1371,2113
1902,2514
843,1664
151,1664
1058,2113
3112,3512
3599,3512
1227,249
3228,3488
3638,3512
1494,2968
3186,1664
3005,2113
611,2968
638,2113
179,2968
1675,2968
1439,2697
3392,2697
1675,2151
14,2895
3086,1503
1371,1503
3024,2697
3290,3338
2270,2359
2692,3338
668,1503
1285,2892
36,2892
36,2895
151,1142
3040,2697
1473,2151
1296,1503
1661,2697
1276,157
428,1142
43,21
3447,3187
403,3187
3704,309
1971,309
1548,2398
1824,1464
2258,1464
1548,1659
1548,3105
668,614
2567,1990
168,2398
1473,614
1015,2398
3392,320
2567,605
2141,3105
3392,2398
1276,2513
43,2513
3012,605
611,3584
2730,1029
1331,349
257,261
2999,1029
639,3617
1549,2137
2051,2877
1965,614
55,564
3120,2137
1221,3773
1370,614
1877,1029
305,2987
2521,1029
3495,2877
225,824
2562,863
2739,2405
3103,3317
1877,1639
2609,614
2739,2284
895,2197
116,824
214,2405
1686,881
60,205
1498,2086
2742,614
1667,374
622,1204
1877,1590
1498,659
3022,614
3501,3400
1365,2527
2198,348
2041,533
3222,3773
3693,3857
65,2527
3051,349
2041,614
3170,2527
3437,32
65,533
1296,2877
3170,1656
1843,2153
677,2515
151,3857
2593,348
327,3773
2237,1962
2712,884
3163,3183
3693,1962
1131,884
2464,2479
2714,2479
1427,884
3194,2487
1396,3400
1337,2151
2284,2749
714,614
2739,614
1113,614
403,2151
3103,1590
68,3817
2023,2826
3698,614
1116,2749
238,2151
2848,614
2635,1322
68,1616
337,2826
3437,614
3126,3430
3024,1406
1614,3222
80,1406
238,2930
1337,2187
1915,1406
3151,320
1116,3222
1666,3599
2922,2697
2654,2907
2738,498
485,893
1498,2044
3194,498
1439,2930
2584,2697
80,3133
3621,51
1365,614
3599,893
1113,3768
2164,780
82,3352
470,3362
2998,2697
3024,3768
2716,2697
3607,2411
66,2411
680,614
2670,2697
1408,3365
82,3430
3437,780
751,1465
1827,3564
3282,3564
1020,3857
3515,1869
1845,3564
3447,2637
3447,442
1370,3747
3609,2637
3101,1465
3107,1869
2381,3747
2739,0
2295,3338
2703,890
116,2474
1566,3825
893,3400
116,1739
82,614
2703,2978
116,3175
60,3825
843,3400
1534,1969
3222,3400
957,719
3173,2978
3228,614
3355,2542
201,1969
2700,0
116,0
2598,3617
2008,3133
1020,3282
3103,362
2348,748
3319,261
3693,261
2821,1859
3120,3616
2820,1373
257,1373
123,2329
3222,933
1285,1274
3325,3246
3729,1061
499,1254
151,2373
3290,1562
1475,249
2470,2091
2853,157
151,2151
3115,1315
2953,2137
3605,3338
21,3238
151,275
1470,244
3268,2697
123,971
553,275
151,1800
627,1839
2048,653
3396,2880
2877,3857
2381,1800
3173,1562
906,687
1113,2415
151,1859
3046,249
184,1562
3103,145
60,145
1534,145
3724,145
157,145
1877,145
1473,145
2430,145
895,145
2631,2671
820,520
2270,3400
3284,2470
2345,1717
828,1717
1131,2470
3698,2913
3239,1333
2353,580
850,1934
1365,2702
1751,2702
19,817
337,3617
3600,2187
1498,817
934,362
291,614
1276,345
2716,1247
3022,3400
3087,3400
1521,3617
225,1247
158,1333
1751,1247
1882,984
2446,2702
1661,533
2141,2443
2877,2978
2635,1310
3160,2518
